courier,week,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
467930,8,-5,82,109,0.1193,0.8807,100,0.0092,4090.5872,0.6422,10.85764495,50,16.59302752,5.00045872,0.789,80.5799458,2,20
467930,9,-9,77,91,0.0879,0.9121,100,0,4195.044,0.6813,11.3445011,45,19.20186813,4.94263736,0.8352,66.6475469,1,22
467930,10,12,68,83,0.0602,0.9398,100.241,0.012,3783.8193,0.7108,8.55663253,25,18.15891566,4.8,0.8554,66.81045752,1,27
467930,11,8,80,78,0.0128,0.9872,100.2564,0.1026,4818.8462,0.6026,8.98204744,28,16.82025641,5.33269231,0.8333,55.77430556,7,37
467941,2,27,30,39,0.0513,0.9487,100,0.1282,6207.8974,0.7179,9.49743077,14,15.98487179,5.97,0.7692,71.87962963,1,9
467941,3,33,57,59,0.0847,0.9153,101.5254,0.0508,5406.5932,0.7288,9.13050847,22,19.97152542,5.82084746,0.7797,56.00097466,1,17
467941,4,-9,90,132,0.0909,0.9091,100,0.0455,4922.3712,0.7576,8.58687121,32,17.62143939,5.40916667,0.7879,80.16574074,2,26
467941,5,13,81,96,0.0313,0.9688,105.4479,0,5702.3646,0.8854,8.521875,26,18.23166667,6.09333333,0.9479,58.97050754,2,10
467941,6,-12,94,66,0.0303,0.9697,100.7576,0,4735.5152,0.7879,9.11388636,25,20.56287879,5.31348485,0.8636,32.9178487,2,7
467941,7,1,82,86,0.0465,0.9535,100,0.0116,4145.7791,0.814,9.32693721,28,19.71953488,4.97906977,0.8256,47.40514905,3,10
467941,8,-26,83,68,0.0147,0.9853,113.0441,0.0294,4701.1324,0.8676,8.26250294,22,20.62794118,6.0075,0.9118,37.70448461,4,12
467941,9,-4,57,16,0.0625,0.9375,100,0,4723.0625,0.875,10.21249375,7,20.9675,5.366875,0.875,13.53606238,1,1
467947,0,-1,9,4,0,1,100,0,2152,1,11.120825,3,16.4375,3.9825,0.5,24.09876543,1,5
467947,1,-8,8,8,0.125,0.875,100,0,2187.25,0.75,8.9958375,1,19.99375,3.895,0.625,43.74652778,1,2
467955,0,-5,51,62,0.0161,0.9839,132.9516,0.1129,2720.7097,0.7581,7.68735806,15,17.93129032,5.79725806,0.8548,59.83169935,4,21
467955,1,17,46,58,0.0345,0.9655,114.2241,0.069,2550.6379,0.7241,9.82356379,21,19.92293103,4.5662069,0.7759,59.78683575,4,15
467955,2,4,63,67,0.0597,0.9403,100.7463,0.0896,2559.6866,0.6269,11.36989851,30,19.1219403,4.29477612,0.6716,58.1829806,5,24
467955,3,10,67,82,0.0976,0.9024,100,0.0122,2874.4512,0.5976,9.19045,30,15.89243902,4.29036585,0.7439,57.13018242,5,48
467955,4,9,77,73,0.0685,0.9315,105.4247,0.0822,2718.0959,0.6301,10.19269863,24,20.45068493,4.52739726,0.7534,47.72799423,2,24
467955,5,3,86,111,0.0721,0.9279,112.9369,0.009,2408.2252,0.6937,11.37342162,53,17.94936937,4.69981982,0.8108,62.54166667,6,26
467955,6,1,89,113,0.177,0.823,100.177,0,2195.6195,0.6018,10.11873451,49,16.85911504,3.99115044,0.6814,60.167603,8,23
467955,7,9,90,113,0.0973,0.9027,106.3805,0,2302.8319,0.6549,10.45899823,52,16.86088496,4.19265487,0.7434,55.82469136,2,22
467955,8,-9,99,123,0.0488,0.9512,106.8293,0.0163,2276.2927,0.626,10.55934878,59,18.72577236,4.39536585,0.7236,56.45538721,1,19
467955,9,2,90,76,0.0263,0.9737,116.7763,0.0132,2370.75,0.7632,12.26929605,40,16.49552632,4.77736842,0.8553,41.4558642,4,11
467955,11,-26,115,127,0.0157,0.9843,100.1575,0.0157,2437.6614,0.7008,9.32453543,46,17.49102362,4.07614173,0.7638,52.96400966,9,28
467991,0,-1,4,6,0,1,100,0,5890,1,9.99998333,3,13.65,4.94666667,1,121.6388889,1,2
467991,1,-3,3,2,0,1,100,0,4650,0.5,5.85,0,14.505,5.1,1,29.91666667,1,3
468000,2,6,30,54,0.0185,0.9815,110.3889,0.1296,2506.6111,0.7407,8.97592963,16,18.14425926,4.48,0.8148,80.53518519,1,7
468000,3,10,36,61,0.0492,0.9508,113.541,0.082,2639.8525,0.7377,11.35901311,25,19.42360656,4.9142623,0.7869,87.03317901,2,12
468000,4,7,46,71,0.1127,0.8873,100.6479,0.0423,2279.8451,0.5775,10.23404225,24,15.49253521,4.0043662,0.7042,76.11835749,3,24
468000,5,-6,53,81,0.037,0.963,116.1481,0.0247,2288.5556,0.7531,9.0954679,27,20.84925926,4.57555556,0.8272,67.87840671,2,16
468000,7,-54,54,56,0.0536,0.9464,102.4821,0.0179,2251.2143,0.8036,11.08749821,24,16.25535714,4.10303571,0.8214,47.06018519,2,4
468032,1,-6,11,18,0,1,100,0.0556,4101.9444,0.8889,17.60185556,10,18.51777778,5.06444444,0.8889,105.1439394,1,8
468032,3,4,8,13,0,1,100,0.0769,4085.0769,1,9.24743077,7,22.31,4.96461538,1,81.63541667,1,1
468032,4,-1,12,17,0,1,100,0,3740.5882,0.8824,17.39803529,12,20.94176471,5.08117647,1,83.64351852,1,1
476450,1,-6,35,61,0.1639,0.8361,119.2787,0.1803,4353.8361,0.7213,6.59999836,11,18.09,5.52245902,0.7213,85.58492063,1,12
476450,2,0,29,53,0.0189,0.9811,125.7736,0.1321,3643.0566,0.9057,7.70283396,13,20.00056604,5.42509434,0.9245,83.2289272,3,14
476450,3,7,29,55,0,1,114.4727,0.1455,3796.3818,0.9091,8.00211818,17,18.47090909,5.10309091,0.9273,78.05938697,1,8
476450,4,-5,36,71,0.0282,0.9718,129.6901,0.2254,4379.9155,0.8873,7.1807507,16,19.94985915,5.80225352,0.8873,83.71990741,6,12
476450,5,2,31,52,0,1,125.8654,0.1346,4581.8654,0.8846,9.14166346,20,19.9625,6.07653846,0.8462,76.60483871,1,19
476450,6,-13,33,79,0,1,118.6203,0.1013,3562.8861,0.8861,7.80400886,21,19.08,4.95417722,0.8987,95.48989899,2,13
476450,7,10,20,26,0,1,104.6154,0.0769,3552.5,0.8846,7.775,5,19.37153846,4.615,0.8462,47.62083333,2,3
476450,8,-3,30,48,0,1,100.8333,0.1458,3065.1875,0.9583,7.82673542,12,21.02395833,4.14875,0.9583,61.60833333,2,14
478890,0,6,30,46,0,1,100,0.0652,5397.5435,0.8043,9.82355652,16,20.20804348,5.49195652,0.8913,77.80462963,1,15
478890,2,13,43,57,0.0351,0.9649,106.7719,0.0702,4984.7368,0.8246,11.0921,28,21.08280702,5.99105263,0.9298,74.21834625,3,26
478890,3,0,56,65,0.0769,0.9231,100.9231,0.0154,5057.0923,0.8,10.1741,26,21.32523077,5.52261538,0.7692,62.68154762,1,18
478890,4,-13,56,64,0.0625,0.9375,117.7188,0.0469,4339.2656,0.8906,9.46770938,27,18.92,5.75921875,0.875,52.39732143,2,7
478890,5,2,43,33,0.1818,0.8182,102.7273,0.0303,5122.6364,0.7273,10.58585758,14,20.41242424,5.75333333,0.7576,40.51485788,1,17
478890,6,12,45,59,0.0678,0.9322,100,0,3931.1525,0.8305,11.01298644,34,20.94186441,4.79728814,0.8305,61.43271605,1,8
478890,7,-35,57,81,0.0123,0.9877,112.0741,0,3920.5926,0.8889,10.59485926,39,22.9508642,5.52654321,0.8765,61.23050682,2,11
478890,10,-20,55,71,0.0282,0.9718,100,0,4099.0986,0.9296,8.53638592,22,20.52915493,4.9156338,0.9155,56.59292929,3,10
478890,11,11,35,51,0,1,100,0,3418.1373,0.9216,10.16699412,22,20.94705882,4.64156863,0.9608,60.75555556,2,4
478922,1,-7,26,25,0.08,0.92,102,0,6219.16,0.72,10.20666,11,20.514,6.3956,0.76,64.3258547,2,15
478922,2,18,19,27,0.037,0.963,100,0.1111,5878.2593,0.8148,6.35741111,6,18.03666667,5.67333333,0.8889,82.49122807,2,4
478931,2,1,21,33,0,1,100,0,5526.8788,0.7273,9.04495152,11,19.96181818,5.75030303,0.7879,89.42989418,2,3
478931,5,9,23,40,0.05,0.95,116.9,0,2862.825,0.925,11.7358275,25,21.42375,4.91225,0.95,82.647343,1,10
478931,6,-16,32,43,0.0233,0.9767,100.4651,0,3348.6512,0.8605,11.70155581,22,16.88813953,4.69581395,0.9535,64.71440972,1,5
478946,1,-13,59,40,0.025,0.975,100,0.175,2567.575,0.65,10.31417,14,19.966,4.239,0.65,36.98399247,1,25
478946,2,3,46,51,0.0392,0.9608,111.3529,0.098,2359.3333,0.7647,8.18463922,14,24.2845098,4.53843137,0.7647,51.14613527,4,22
478946,3,-9,49,41,0.0732,0.9268,100,0.1463,2388.7805,0.6341,8.57926829,13,20.12780488,4.07878049,0.7073,39.50170068,1,21
478946,4,-11,40,54,0.037,0.963,104.4444,0.2037,2477.4259,0.9074,8.5034,16,27.15018519,4.29574074,0.9074,64.56527778,3,20
478946,6,8,32,34,0,1,101.1765,0.0882,2312.4118,0.8824,7.98185882,8,20.00823529,4.07,0.9118,50.28298611,1,8
478946,8,20,34,43,0.0233,0.9767,101.3953,0.0698,2287.0465,0.8372,8.43604651,12,19.64534884,4.00162791,0.7907,60.27614379,1,19
478946,10,18,30,14,0,1,100,0.3571,2749.2857,0.8571,10.04166429,6,22.08071429,4.22142857,0.8571,24.23240741,1,5
478946,11,-12,48,49,0.0408,0.9592,100,0.0612,2352.3673,0.898,8.47483265,14,22.37530612,4.03346939,0.898,47,1,11
478950,0,-6,22,29,0.0345,0.9655,100,0.069,5267.6207,0.7931,10.17471379,12,20.8962069,5.67413793,0.8276,84.64393939,1,3
478950,1,-11,16,15,0,1,101.3333,0,4235.4667,0.8,9.78332667,7,19.07533333,5.17466667,0.7333,59.51041667,1,5
478950,5,2,23,15,0,1,93.3333,0,4694.9333,0.8667,11.12666,9,19.91933333,5.012,0.8,34.69082126,1,6
478950,8,-4,21,16,0,1,100,0,4386.375,0.75,9.11458125,8,23.120625,5.110625,0.875,41.88492063,1,1
478953,0,-9,24,31,0.0645,0.9355,100,0.0645,2450.129,0.6774,9.76666129,10,17.44903226,4.15677419,0.7097,64.5775463,1,8
478959,1,-2,35,31,0.0645,0.9355,101.2258,0.129,5104.9677,0.8065,10.26828387,14,20.48548387,5.43129032,0.8387,56.26428571,2,9
478959,2,0,33,40,0.1,0.9,114.225,0.05,4612.625,0.85,11.001245,20,19.41025,5.74525,0.85,73.13131313,1,20
478959,3,-7,33,41,0,1,130.5122,0.1463,4165.9268,0.9756,10.16748293,17,20.60121951,6.32926829,0.9268,69.32659933,3,24
478959,5,-2,40,55,0.0909,0.9091,121.8364,0.0727,3957.2364,0.8182,11.52575636,22,22.94690909,5.95381818,0.8182,80.30555556,2,28
478959,6,-6,38,46,0.0217,0.9783,100.2609,0.087,4549.8261,0.8913,9.8130413,17,17.85826087,4.65108696,0.8696,60.76096491,4,21
478959,7,-32,32,20,0.05,0.95,100,0,3817.1,0.9,10.569165,8,21.388,4.7935,0.9,39.01822917,1,7
478959,9,9,35,27,0,1,144.1852,0.037,2566.9259,0.963,11.44631852,14,23.0962963,5.92481481,0.963,33.12460317,2,8
478959,10,-26,44,36,0.0556,0.9444,100,0.1667,4371.7778,0.9167,8.18796389,12,19.13333333,4.57861111,0.8611,43.66603535,4,27
478959,11,3,18,4,0,1,100,0,5721.5,1,16.00835,3,22.1025,5.915,0.75,14.61265432,2,6
478972,0,-11,59,101,0.099,0.901,100,0.0693,5126.0792,0.7327,8.25726139,34,17.48841584,5.23277228,0.7624,87.84416196,3,31
478972,1,5,48,76,0.0789,0.9211,106.3684,0.0526,5325.9079,0.7632,10.46556711,35,21.17276316,5.9875,0.8289,87.26331019,4,8
478972,2,-5,53,78,0.0897,0.9103,114.0513,0.0769,5791.2692,0.8205,8.77414359,26,19.35384615,6.21884615,0.8462,74.89779874,7,4
478972,3,22,48,84,0.0476,0.9524,102.0238,0.0357,5629.4405,0.7262,9.61884881,36,17.57,5.75297619,0.7381,89.16493056,4,9
478972,5,-11,71,79,0.1266,0.8734,102.4051,0.0633,5597.2911,0.6962,9.85632658,34,20.40708861,5.92113924,0.7848,58.75586854,5,22
478972,6,14,60,66,0.0758,0.9242,100,0,4916.0758,0.8636,9.48888636,26,20.55409091,5.36484848,0.8788,55.89212963,2,4
478972,7,2,74,88,0.0682,0.9318,100.4886,0.0114,4613.5909,0.7045,10.09242614,33,20.8375,5.27511364,0.8182,64.4298048,5,20
478972,8,-11,76,109,0.1927,0.8073,100.9174,0.0367,4844.9633,0.6697,9.63715688,41,18.00302752,5.45,0.7248,69.11184211,3,18
478972,9,-25,65,95,0.0737,0.9263,100.3158,0.0105,4281.0526,0.8421,8.38806947,33,20.89094737,4.92347368,0.8737,69.86196581,4,8
478972,11,-25,55,77,0.026,0.974,100,0.0649,4761.1429,0.8442,7.86125195,19,18.64896104,5.22038961,0.8961,64.85555556,6,7
478990,0,23,27,32,0.0313,0.9688,139.9688,0.0938,3612.3125,0.875,8.638025,8,20.7428125,6.1803125,0.9063,61.68930041,2,12
478990,2,-11,33,35,0.2,0.8,100,0.1714,4906.5429,0.6857,9.40523714,11,17.02,5.228,0.6857,73.76936027,1,14
479000,4,42,9,12,0,1,100,0,4621.1667,0.75,11.1764,5,25.75083333,5.34083333,0.8333,78.55555556,1,1
479000,5,11,51,79,0.0633,0.9367,113.4051,0.1013,4920.9873,0.8228,8.00042278,16,19.66822785,5.88151899,0.8734,85.91884532,6,16
479000,6,-3,62,93,0.0753,0.9247,106.1828,0,3760.4516,0.6452,8.57150645,28,19.72043011,5.02537634,0.7849,82.65770609,1,19
479000,7,-3,59,64,0.0938,0.9063,100,0,4828.8281,0.6563,8.13880313,16,21.523125,5.21921875,0.7188,60.03107345,2,6
479000,8,5,56,86,0.0814,0.9186,106.0116,0.0233,3635.8256,0.7791,9.01143488,21,19.27244186,5.03348837,0.8023,85.44047619,3,14
479000,9,-61,61,78,0.0513,0.9487,100.9872,0,4915.7308,0.7949,8.59893205,27,21.24910256,5.22076923,0.8462,76.02823315,1,12
479000,11,37,29,48,0.0417,0.9583,100,0.0417,4729.7917,0.7708,7.23750833,9,17.845625,5.17166667,0.8125,78.73084291,1,6
479004,0,2,69,55,0.1273,0.8727,100,0.1273,4184.4364,0.6,12.43726727,23,21.13545455,4.86309091,0.6727,50.46618357,3,22
479004,1,9,71,63,0.0794,0.9206,106.4286,0.1587,3621.1587,0.8095,8.27513175,20,19.58174603,4.81285714,0.7619,52.77190923,3,12
479004,2,-14,80,46,0.0435,0.9565,100,0.1522,3981.7826,0.8043,9.8398587,17,16.29065217,4.535,0.7826,28.72708333,2,13
479004,3,-66,66,46,0.0652,0.9348,103.0435,0.1087,4873.9348,0.6739,10.10833478,17,19.17130435,5.4626087,0.7609,48.90361953,3,8
479004,7,-59,59,43,0.0233,0.9767,104.6512,0.093,3368.3023,0.7674,9.77286279,15,21.10767442,4.72581395,0.814,41.2354049,2,7
479008,0,-5,31,60,0.0333,0.9667,100,0.1333,2867.8333,0.8,10.25389167,24,23.76833333,4.32216667,0.7833,97.0483871,1,30
479008,1,-9,26,29,0.0345,0.9655,138.4828,0.069,2604.8966,0.7931,10.44712414,11,19.82137931,5.92413793,0.8621,60.65918803,1,18
479008,2,13,17,19,0.1579,0.8421,100,0,1796.1053,0.4737,14.95351579,11,20.38210526,4.10263158,0.5263,54.84313725,1,4
479008,3,-6,30,51,0.1176,0.8824,101.9608,0.1569,2603.0196,0.6667,8.45294706,16,22.61352941,4.30901961,0.7451,88.2212963,3,35
479008,4,4,24,43,0.093,0.907,102.7907,0.0465,2686.4419,0.7674,6.77209535,7,17.64790698,4.23,0.7674,87.01041667,3,4
479008,6,-2,30,49,0.0816,0.9184,102.8571,0.0204,2639.449,0.7959,7.78843878,14,22.42795918,4.22897959,0.7959,71.82592593,2,6
479008,8,-7,28,40,0.1,0.9,100,0.025,2289.3,0.75,8.848755,14,21.89925,4.081,0.8,62.08630952,1,13
479017,1,-14,26,35,0.1429,0.8571,101.1429,0.0286,2797.9429,0.5714,12.56238,17,13.15571429,4.35257143,0.6,69.94123932,1,16
479017,2,-9,12,16,0.125,0.875,100,0.1875,3011.125,0.5625,15.358325,11,18.108125,4.663125,0.75,86.8587963,1,3
479038,0,-5,28,23,0.0435,0.9565,101.7391,0,2824.2609,0.7826,10.08767391,10,27.13086957,4.4,0.8261,49.86904762,2,16
479038,1,-10,23,10,0.1,0.9,100,0,2345.4,0.6,8.71501,2,17.623,3.775,0.9,20.10748792,2,6
479211,2,1,21,13,0,1,100,0.2308,2429.2308,0.8462,10.62563077,5,18.05384615,4.07538462,0.7692,29.26851852,1,3
479211,9,2,13,8,0,1,100,0,1136.75,1,9.825,3,21.09875,3.54125,1,24.21581197,1,3
479214,0,-16,42,16,0,1,100,0,2101.125,0.875,9.2906125,6,20.79625,3.98875,0.875,17.29232804,2,11
479244,0,-7,46,9,0.2222,0.7778,100,0,2960.1111,0.4444,10.19628889,4,21.34,4.4,0.4444,13.17149758,1,6
479244,1,-39,39,9,0,1,100,0.1111,2581.7778,0.7778,12.24258889,3,21.88888889,4.20333333,0.6667,15.46438746,1,7
479248,0,11,56,88,0.125,0.875,112.7841,0.0795,5099.4205,0.6932,10.46648068,35,24.57056818,5.88670455,0.7727,92.5922619,3,31
479248,1,-15,67,109,0.156,0.844,115.5321,0.055,4275.6606,0.6606,9.49663211,37,19.03825688,5.60798165,0.7248,89.47719735,6,43
479248,2,11,52,88,0.1932,0.8068,115.5795,0.0682,4973.4091,0.6136,8.75227386,25,18.27079545,5.84409091,0.6705,94.66399573,1,15
479248,3,-13,63,103,0.1748,0.8252,113.2039,0.1068,4644.7282,0.699,9.67475728,34,17.90708738,5.78368932,0.7184,93.99823633,6,25
479248,5,0,53,91,0.0769,0.9231,112.2637,0.0549,4354.0989,0.7912,7.79633736,20,17.82813187,5.40384615,0.8462,83.09958071,3,30
479248,7,0,35,55,0.0909,0.9091,124.5455,0.0727,4097.4,0.6909,10.06606364,18,18.78872727,5.86490909,0.6909,83.07936508,2,9
479248,8,9,35,57,0.0702,0.9298,111.8596,0.0351,3588.8596,0.6491,9.23186491,23,20.76280702,4.86140351,0.7719,73.04920635,3,9
479248,9,-5,44,57,0.0526,0.9474,101.0526,0.0175,4376.7368,0.7895,8.76374035,18,21.07263158,5.07684211,0.8596,69.38825758,2,14
479248,11,-5,54,86,0.0581,0.9419,108.2093,0.0698,4256.6512,0.8256,9.0300407,27,20.03523256,5.13616279,0.8721,74.05709877,4,16
479250,2,2,20,34,0.0294,0.9706,100.5882,0.0294,4372.2059,0.8529,9.5799,9,19.335,4.98147059,0.8235,82.61527778,2,5
479250,3,-2,22,33,0,1,100,0.0303,5218.9697,0.9394,8.17878788,7,24.03363636,5.54121212,0.9394,75.25505051,1,6
479250,4,3,20,29,0.0345,0.9655,100,0.1034,5253.5172,0.8621,10.00631379,8,22.04931034,5.33275862,0.8276,76.47361111,1,4
479250,7,15,14,25,0,1,135.6,0,3603.84,0.96,10.17734,9,18.116,5.5344,0.96,72.28968254,1,6
479250,10,3,12,15,0,1,100,0,5140,0.8667,6.75667333,3,19.69666667,5.45533333,0.8667,57.53703704,2,3
479255,1,-2,37,56,0.0357,0.9643,100,0.1071,4203.2679,0.875,10.03005536,20,20.35642857,4.875,0.9286,100.1036036,1,5
479255,2,0,35,53,0,1,109.1321,0.0566,4162.1321,0.9057,9.92452453,23,22.41415094,5.28188679,0.9245,102.3285714,3,3
479255,5,3,43,66,0.0455,0.9545,110.6364,0.1061,3920.4697,0.8636,10.05605303,30,20.20909091,5.19439394,0.8636,92.28359173,3,13
479255,6,-5,46,72,0.0833,0.9167,110.2222,0.0556,2958.6111,0.8889,11.13634861,35,20.69013889,4.62347222,0.8889,87.38285024,4,7
479255,7,11,41,60,0.0667,0.9333,113.2667,0.0667,3076.4667,0.8833,12.35055333,32,23.121,4.901,0.8833,86.20799458,1,1
479255,8,-1,52,72,0.0972,0.9028,100,0.0972,3489.0833,0.8194,10.20578333,29,17.85986111,4.57625,0.8472,83.92254274,3,6
479255,9,0,51,82,0.0488,0.9512,100,0.0244,4190.1341,0.8902,9.07926951,25,19.18060976,4.74195122,0.878,89.58660131,4,12
479255,11,-5,55,71,0.0563,0.9437,109.5211,0.0845,3718.7746,0.8732,8.9727662,27,19.94112676,4.93366197,0.8873,72.48939394,5,8
479260,1,4,39,52,0.1923,0.8077,100.3846,0.0192,2421.1538,0.5,10.95705,22,16.5375,4.12961538,0.6154,64.77635328,3,34
479260,2,-9,43,55,0.0727,0.9273,113.8545,0.1455,2162.2,0.6727,9.37574727,15,26.00218182,4.48036364,0.7455,58.07428941,3,29
479260,4,3,36,56,0.0179,0.9821,134.7143,0.0357,1852.8036,0.9107,10.84791607,28,18.90892857,4.98625,0.9464,65.69675926,4,59
479260,5,-1,39,43,0,1,101.3953,0,2927.1628,0.8837,11.02946279,22,19.13976744,4.44023256,0.9302,51.01282051,3,111
479260,6,-3,38,32,0.0313,0.9688,101.875,0.0625,2177.625,0.875,9.621875,13,20.43625,3.9615625,0.9375,41.7997076,1,59
479260,7,10,35,47,0.0213,0.9787,102.1277,0.0851,1950.6809,0.9362,10.56454255,17,18.95404255,4.04765957,0.9574,64.03888889,1,65
479260,9,0,37,38,0,1,100,0.1842,2146,0.8421,8.16711053,9,20.66973684,3.82026316,0.9211,52.60510511,1,23
479260,11,-11,43,25,0.04,0.96,100,0.12,2189.08,0.84,7.048,6,19.2172,3.6584,0.88,27.19186047,1,14
479270,0,-11,39,57,0.0702,0.9298,118.9298,0.1228,4437.0877,0.7895,9.1064386,17,23.79017544,5.98263158,0.807,91.28276353,2,9
479270,1,13,28,40,0.125,0.875,126.425,0.1,4558.3,0.725,8.7854175,10,20.44375,6.3345,0.775,85.77876984,2,6
479270,2,-15,41,65,0.1385,0.8615,108.9846,0.1077,4260.7692,0.7846,8.97128769,20,21.42323077,5.35476923,0.7846,93.67276423,2,7
479270,3,9,26,34,0.2059,0.7941,101.4706,0.2059,4756,0.5294,7.47548529,9,16.79970588,4.92970588,0.6765,78.38888889,1,4
479270,4,-10,35,59,0.1525,0.8475,125.339,0.2203,4430.6102,0.7458,9.43022712,18,19.65457627,6.17949153,0.7288,102.0642857,5,5
479270,5,9,25,40,0.15,0.85,101.5,0.05,3630.875,0.675,8.4783325,11,18.77425,4.68525,0.7,93.30333333,2,5
479270,6,-9,34,51,0.2157,0.7843,111.9412,0.0588,4380.451,0.6471,8.14837059,15,18.59882353,5.48372549,0.6863,89.22957516,2,4
479270,8,-5,39,46,0.1739,0.8261,100,0.0217,4372.5217,0.587,10.2384087,17,16.71913043,4.9176087,0.6304,77.5982906,2,7
479270,9,-12,34,44,0.0682,0.9318,100.4545,0.0455,3871.0227,0.7273,8.48143636,14,20.55318182,4.65136364,0.7045,74.55882353,3,5
479270,10,-22,22,33,0.0606,0.9394,101.2121,0.0606,4340.1212,0.7273,7.69798788,6,18.78484848,4.97090909,0.7879,93.74494949,3,3
479277,0,1,65,89,0.0787,0.9213,100.4494,0.1236,5328.9663,0.7865,7.89363034,24,20.88595506,5.42325843,0.809,81.70555556,7,38
479277,1,-2,66,91,0.1648,0.8352,100,0.1099,5134.7582,0.5934,9.19321978,26,20.20010989,5.32912088,0.7033,79.36153199,2,22
479277,2,-11,64,90,0.1444,0.8556,100,0.0778,5319.7556,0.7,7.82740778,24,19.96,5.38655556,0.7556,81.35329861,2,17
479277,3,-2,53,60,0.1333,0.8667,100.6667,0.1167,4894.6,0.75,9.54027667,18,17.78416667,5.18316667,0.7833,67.48689727,4,7
479277,4,14,51,80,0.0625,0.9375,104.325,0.1625,4241.625,0.8,9.1747875,28,18.03775,5.063875,0.8,85.18845316,3,7
479277,5,-7,65,98,0.1224,0.8776,101.2245,0.0918,4146.0102,0.6531,9.3880898,30,20.31908163,4.95530612,0.6224,76.89871795,2,24
479277,6,15,58,24,0.4167,0.5833,100,0.1667,4711.1667,0.5,8.55346667,11,19.84541667,5.16375,0.5,26.46886973,1,5
479277,7,-15,73,64,0.1406,0.8594,109.4375,0.125,3916.7344,0.75,10.68724063,24,16.4909375,5.323125,0.7813,45.98858447,2,14
479277,8,13,58,44,0.1364,0.8636,100.4545,0.0455,4068.7273,0.5909,9.06173864,14,15.63431818,4.69022727,0.5909,38.76532567,1,19
479277,9,-29,71,90,0.0556,0.9444,108.3889,0.1,5162.1778,0.7444,10.23685,37,20.95133333,5.652,0.8,70.39749609,2,21
479277,10,13,42,17,0.0588,0.9412,101.1765,0,5363.4118,0.9412,8.86077647,3,16.09117647,5.45647059,0.9412,21.89417989,1,5
479277,11,-8,55,58,0.0172,0.9828,100,0.2414,4739.5862,0.9138,10.50833103,30,20.05362069,5.16793103,0.931,52.38383838,3,9
479284,2,4,19,21,0.0476,0.9524,100,0.2857,2970.5714,0.7143,11.80952381,12,18.18904762,3.93904762,0.619,49.26461988,1,9
479328,0,-54,61,73,0.0822,0.9178,100,0.0959,5018.4932,0.7808,9.66164384,27,16.26657534,5.39780822,0.8219,58.50409836,4,13
479328,2,40,40,68,0,1,100.7353,0.0441,5254.5441,0.7206,10.13039265,28,18.70558824,5.6175,0.8088,99.59791667,2,9
479328,3,-10,80,83,0.0602,0.9398,100.7229,0.0361,6650.9759,0.8675,9.52349398,28,17.22024096,6.28987952,0.8916,59.57256944,5,14
479328,4,25,70,102,0.0392,0.9608,107.049,0.1275,4357.4902,0.8137,10.61340098,47,18.34862745,5.13960784,0.8824,68.9968254,5,26
479328,5,12,95,114,0.0789,0.9211,103.6842,0.0789,4132.6404,0.7719,11.11388947,50,18.81359649,4.99219298,0.807,68.69005848,10,54
479328,6,-36,107,83,0.0843,0.9157,100,0,4490.8795,0.6386,10.30622651,34,20.59433735,5.10963855,0.7349,42.03712357,4,17
479328,7,2,71,17,0.0588,0.9412,100,0,5936.2353,0.7059,9.78334118,8,24.90176471,6.04058824,0.8235,12.93348983,1,1
479328,8,-30,73,60,0.1,0.9,100,0.0167,4277.4667,0.8,10.24027833,24,21.71516667,5.2055,0.8,41.83523592,1,11
479328,9,10,43,27,0,1,100,0,3805.1852,0.9259,7.33764815,6,20.3937037,4.76148148,0.9259,28.24612403,1,6
479328,10,-6,53,23,0,1,100,0.087,4987.8261,0.7826,5.05869565,3,16.08869565,4.77913043,0.7826,20.69392034,2,5
479353,0,24,40,26,0.1923,0.8077,100,0.0385,2705.5,0.3846,10.63141538,10,18.30346154,4.17961538,0.6538,43.33819444,1,15
480228,0,-3,17,18,0.5556,0.4444,100,0.1667,5671.5,0.2778,8.5639,6,13.47111111,5.79333333,0.2778,71.10130719,1,2
480228,1,-2,14,21,0.3333,0.6667,100,0,4698.8095,0.2381,11.3111,9,19.9852381,5.4052381,0.4286,104.4900794,1,9
480278,5,43,28,37,0.0541,0.9459,104.3243,0.1081,3377.4324,0.6757,10.28873784,15,16.35675676,4.83432432,0.7568,72.65575397,3,12
480278,9,-51,73,89,0.0787,0.9213,100,0.0449,4689.0787,0.7416,9.62209326,33,17.21573034,5.3058427,0.7865,67.50304414,2,11
480278,10,1,22,17,0,1,100,0,4155.7059,0.9412,9.15098235,8,16.59117647,4.84058824,0.9412,46.22727273,4,3
480295,1,3,5,6,0.3333,0.6667,100,0.3333,8095.5,0.3333,7.575,2,20.39166667,6.13166667,0.3333,73.79444444,1,1
480308,1,18,25,39,0.0256,0.9744,100,0.0769,2784.4872,0.7436,11.8521359,19,19.35538462,4.34051282,0.7179,91.38222222,1,4
480308,2,7,43,63,0.0159,0.9841,100.6349,0.1587,2538.6032,0.7143,10.28174444,25,19.29873016,4.10714286,0.8254,80.49031008,2,12
480308,3,-1,50,81,0.037,0.963,101.1111,0.0864,2169.9012,0.6543,10.77037407,33,20.12308642,4.01506173,0.7407,83.61277778,4,33
