,courier,feature_1_x,feature_2_x,week,feature_1_y,feature_2_y,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17
8137,665943,a,22.0,,,,,,,,,,,,,,,,,,
8138,665948,a,27.0,,,,,,,,,,,,,,,,,,
8139,665953,a,22.0,,,,,,,,,,,,,,,,,,
8140,665955,a,50.0,,,,,,,,,,,,,,,,,,
8141,665958,b,35.0,,,,,,,,,,,,,,,,,,
8142,665961,b,29.0,,,,,,,,,,,,,,,,,,
8143,665964,b,20.0,,,,,,,,,,,,,,,,,,
8144,665966,b,20.0,,,,,,,,,,,,,,,,,,
8145,665967,a,20.0,,,,,,,,,,,,,,,,,,
8146,666103,b,0.0,,,,,,,,,,,,,,,,,,
8147,666107,b,0.0,,,,,,,,,,,,,,,,,,
8148,666117,a,20.0,,,,,,,,,,,,,,,,,,
8149,666120,b,38.0,,,,,,,,,,,,,,,,,,
8150,666124,b,0.0,,,,,,,,,,,,,,,,,,
8151,666133,b,0.0,,,,,,,,,,,,,,,,,,
8152,666183,d,28.0,,,,,,,,,,,,,,,,,,
8153,666213,b,21.0,,,,,,,,,,,,,,,,,,
8154,666253,b,21.0,,,,,,,,,,,,,,,,,,
8155,666347,b,23.0,,,,,,,,,,,,,,,,,,
8156,666381,b,36.0,,,,,,,,,,,,,,,,,,
8157,666406,b,27.0,,,,,,,,,,,,,,,,,,
8158,666419,b,24.0,,,,,,,,,,,,,,,,,,
8159,666438,b,20.0,,,,,,,,,,,,,,,,,,
8160,666453,a,23.0,,,,,,,,,,,,,,,,,,
8161,666473,b,23.0,,,,,,,,,,,,,,,,,,
8162,666495,b,24.0,,,,,,,,,,,,,,,,,,
8163,666509,b,20.0,,,,,,,,,,,,,,,,,,
8164,666523,b,20.0,,,,,,,,,,,,,,,,,,
8165,666552,a,21.0,,,,,,,,,,,,,,,,,,
8166,666566,b,19.0,,,,,,,,,,,,,,,,,,
8167,666579,b,18.0,,,,,,,,,,,,,,,,,,
8168,666598,b,22.0,,,,,,,,,,,,,,,,,,
8169,666616,b,18.0,,,,,,,,,,,,,,,,,,
8170,666627,b,18.0,,,,,,,,,,,,,,,,,,
8171,666637,a,30.0,,,,,,,,,,,,,,,,,,
8172,666778,b,19.0,,,,,,,,,,,,,,,,,,
8173,667259,b,25.0,,,,,,,,,,,,,,,,,,
8174,668601,b,20.0,,,,,,,,,,,,,,,,,,
8175,668605,a,21.0,,,,,,,,,,,,,,,,,,
8176,668607,a,30.0,,,,,,,,,,,,,,,,,,
8177,668609,b,21.0,,,,,,,,,,,,,,,,,,
8178,668612,a,28.0,,,,,,,,,,,,,,,,,,
8179,668614,b,20.0,,,,,,,,,,,,,,,,,,
8180,668619,a,48.0,,,,,,,,,,,,,,,,,,
8181,668622,a,38.0,,,,,,,,,,,,,,,,,,
8182,668646,b,20.0,,,,,,,,,,,,,,,,,,
8183,668649,a,27.0,,,,,,,,,,,,,,,,,,
8184,668652,b,34.0,,,,,,,,,,,,,,,,,,
8185,668656,b,44.0,,,,,,,,,,,,,,,,,,
8186,668659,b,20.0,,,,,,,,,,,,,,,,,,
8187,668662,a,21.0,,,,,,,,,,,,,,,,,,
8188,668665,a,24.0,,,,,,,,,,,,,,,,,,
8189,668668,a,53.0,,,,,,,,,,,,,,,,,,
8190,668715,b,23.0,,,,,,,,,,,,,,,,,,
8191,668717,a,32.0,,,,,,,,,,,,,,,,,,
8192,668722,b,31.0,,,,,,,,,,,,,,,,,,
8193,668732,b,23.0,,,,,,,,,,,,,,,,,,
8194,668738,b,17.0,,,,,,,,,,,,,,,,,,
8195,668747,b,35.0,,,,,,,,,,,,,,,,,,
8196,668758,b,18.0,,,,,,,,,,,,,,,,,,
8197,668784,b,17.0,,,,,,,,,,,,,,,,,,
8198,668801,b,17.0,,,,,,,,,,,,,,,,,,
8199,668802,b,20.0,,,,,,,,,,,,,,,,,,
8200,668803,b,23.0,,,,,,,,,,,,,,,,,,
8201,668818,b,35.0,,,,,,,,,,,,,,,,,,
8202,668877,d,28.0,,,,,,,,,,,,,,,,,,
8203,669255,a,39.0,,,,,,,,,,,,,,,,,,
8204,669264,a,33.0,,,,,,,,,,,,,,,,,,
8205,669360,a,39.0,,,,,,,,,,,,,,,,,,
8206,669383,a,24.0,,,,,,,,,,,,,,,,,,
8207,669406,b,20.0,,,,,,,,,,,,,,,,,,
8208,669411,b,24.0,,,,,,,,,,,,,,,,,,
8209,669420,b,19.0,,,,,,,,,,,,,,,,,,
8210,669429,b,19.0,,,,,,,,,,,,,,,,,,
8211,669461,b,32.0,,,,,,,,,,,,,,,,,,
8212,669511,b,20.0,,,,,,,,,,,,,,,,,,
8213,669530,b,16.0,,,,,,,,,,,,,,,,,,
8214,669547,a,36.0,,,,,,,,,,,,,,,,,,
8215,669548,b,23.0,,,,,,,,,,,,,,,,,,
8216,669558,b,23.0,,,,,,,,,,,,,,,,,,
8217,669559,b,18.0,,,,,,,,,,,,,,,,,,
8218,669569,b,21.0,,,,,,,,,,,,,,,,,,
8219,669575,a,27.0,,,,,,,,,,,,,,,,,,
8220,669583,b,21.0,,,,,,,,,,,,,,,,,,
8221,669591,a,21.0,,,,,,,,,,,,,,,,,,
8222,669603,a,40.0,,,,,,,,,,,,,,,,,,
8223,669611,b,18.0,,,,,,,,,,,,,,,,,,
8224,669626,d,19.0,,,,,,,,,,,,,,,,,,
8225,669639,b,18.0,,,,,,,,,,,,,,,,,,
8226,669640,d,37.0,,,,,,,,,,,,,,,,,,
8227,669642,a,26.0,,,,,,,,,,,,,,,,,,
8228,669651,b,17.0,,,,,,,,,,,,,,,,,,
8229,669658,b,19.0,,,,,,,,,,,,,,,,,,
8230,669663,b,18.0,,,,,,,,,,,,,,,,,,
8231,669676,b,27.0,,,,,,,,,,,,,,,,,,
8232,669685,b,21.0,,,,,,,,,,,,,,,,,,
8233,669748,b,18.0,,,,,,,,,,,,,,,,,,
8234,669760,a,,,,,,,,,,,,,,,,,,,
8235,669766,b,21.0,,,,,,,,,,,,,,,,,,
8236,670009,b,40.0,,,,,,,,,,,,,,,,,,
8237,670099,b,21.0,,,,,,,,,,,,,,,,,,
8238,670114,b,21.0,,,,,,,,,,,,,,,,,,
8239,670133,a,42.0,,,,,,,,,,,,,,,,,,
8240,670165,b,32.0,,,,,,,,,,,,,,,,,,
8241,670219,b,39.0,,,,,,,,,,,,,,,,,,
8242,670324,b,23.0,,,,,,,,,,,,,,,,,,
8243,670409,b,22.0,,,,,,,,,,,,,,,,,,
8244,670456,b,26.0,,,,,,,,,,,,,,,,,,
8245,670539,a,38.0,,,,,,,,,,,,,,,,,,
8246,671481,b,28.0,,,,,,,,,,,,,,,,,,
8247,671497,b,29.0,,,,,,,,,,,,,,,,,,
8248,671508,b,22.0,,,,,,,,,,,,,,,,,,
8249,671509,a,29.0,,,,,,,,,,,,,,,,,,
8250,671519,b,20.0,,,,,,,,,,,,,,,,,,
8251,671522,b,44.0,,,,,,,,,,,,,,,,,,
8252,671534,b,20.0,,,,,,,,,,,,,,,,,,
8253,671544,b,17.0,,,,,,,,,,,,,,,,,,
8254,671549,a,37.0,,,,,,,,,,,,,,,,,,
8255,671558,b,17.0,,,,,,,,,,,,,,,,,,
8256,671566,b,37.0,,,,,,,,,,,,,,,,,,
8257,671584,b,20.0,,,,,,,,,,,,,,,,,,
8258,671607,b,28.0,,,,,,,,,,,,,,,,,,
8259,671631,a,21.0,,,,,,,,,,,,,,,,,,
8260,671666,d,25.0,,,,,,,,,,,,,,,,,,
8261,671780,a,21.0,,,,,,,,,,,,,,,,,,
8262,671840,d,25.0,,,,,,,,,,,,,,,,,,
8263,671906,d,37.0,,,,,,,,,,,,,,,,,,
8264,671996,a,32.0,,,,,,,,,,,,,,,,,,
8265,672035,a,52.0,,,,,,,,,,,,,,,,,,
8266,672077,b,20.0,,,,,,,,,,,,,,,,,,
8267,672107,b,18.0,,,,,,,,,,,,,,,,,,
8268,672174,a,33.0,,,,,,,,,,,,,,,,,,
8269,672354,b,16.0,,,,,,,,,,,,,,,,,,
8270,672376,b,25.0,,,,,,,,,,,,,,,,,,
8271,672385,b,31.0,,,,,,,,,,,,,,,,,,
8272,672401,b,21.0,,,,,,,,,,,,,,,,,,
8273,672423,b,19.0,,,,,,,,,,,,,,,,,,
8274,672424,b,25.0,,,,,,,,,,,,,,,,,,
8275,672443,b,17.0,,,,,,,,,,,,,,,,,,
8276,672445,b,37.0,,,,,,,,,,,,,,,,,,
8277,672450,b,16.0,,,,,,,,,,,,,,,,,,
8278,672453,b,17.0,,,,,,,,,,,,,,,,,,
8279,672464,b,19.0,,,,,,,,,,,,,,,,,,
8280,672465,b,17.0,,,,,,,,,,,,,,,,,,
8281,672467,b,21.0,,,,,,,,,,,,,,,,,,
8282,672483,a,22.0,,,,,,,,,,,,,,,,,,
8283,672484,b,19.0,,,,,,,,,,,,,,,,,,
8284,672485,b,23.0,,,,,,,,,,,,,,,,,,
8285,672509,b,19.0,,,,,,,,,,,,,,,,,,
8286,672541,b,40.0,,,,,,,,,,,,,,,,,,
8287,672567,b,27.0,,,,,,,,,,,,,,,,,,
8288,672583,b,36.0,,,,,,,,,,,,,,,,,,
8289,672606,b,37.0,,,,,,,,,,,,,,,,,,
8290,672607,b,24.0,,,,,,,,,,,,,,,,,,
8291,672644,a,43.0,,,,,,,,,,,,,,,,,,
8292,672658,b,23.0,,,,,,,,,,,,,,,,,,
8293,672684,a,45.0,,,,,,,,,,,,,,,,,,
8294,672685,b,35.0,,,,,,,,,,,,,,,,,,
8295,672703,b,18.0,,,,,,,,,,,,,,,,,,
8296,672722,a,24.0,,,,,,,,,,,,,,,,,,
8297,672741,b,18.0,,,,,,,,,,,,,,,,,,
8298,672803,a,33.0,,,,,,,,,,,,,,,,,,
8299,672807,a,28.0,,,,,,,,,,,,,,,,,,
8300,672829,d,39.0,,,,,,,,,,,,,,,,,,
8301,672883,a,31.0,,,,,,,,,,,,,,,,,,
8302,672894,b,38.0,,,,,,,,,,,,,,,,,,
8303,672916,a,31.0,,,,,,,,,,,,,,,,,,
8304,672964,b,43.0,,,,,,,,,,,,,,,,,,
8305,672976,b,20.0,,,,,,,,,,,,,,,,,,
8306,672989,b,26.0,,,,,,,,,,,,,,,,,,
8307,673007,b,26.0,,,,,,,,,,,,,,,,,,
8308,673063,a,23.0,,,,,,,,,,,,,,,,,,
8309,674178,b,26.0,,,,,,,,,,,,,,,,,,
8310,674202,a,40.0,,,,,,,,,,,,,,,,,,
8311,674208,a,40.0,,,,,,,,,,,,,,,,,,
8312,674235,b,21.0,,,,,,,,,,,,,,,,,,
8313,674245,a,48.0,,,,,,,,,,,,,,,,,,
8314,674254,a,37.0,,,,,,,,,,,,,,,,,,
8315,674276,a,33.0,,,,,,,,,,,,,,,,,,
8316,674303,b,20.0,,,,,,,,,,,,,,,,,,
8317,674304,a,31.0,,,,,,,,,,,,,,,,,,
8318,674349,a,27.0,,,,,,,,,,,,,,,,,,
8319,674385,a,27.0,,,,,,,,,,,,,,,,,,
8320,674453,b,24.0,,,,,,,,,,,,,,,,,,
8321,674479,a,26.0,,,,,,,,,,,,,,,,,,
8322,674722,d,50.0,,,,,,,,,,,,,,,,,,
8323,674735,a,22.0,,,,,,,,,,,,,,,,,,
8324,674770,b,18.0,,,,,,,,,,,,,,,,,,
8325,674791,b,25.0,,,,,,,,,,,,,,,,,,
8326,674810,a,21.0,,,,,,,,,,,,,,,,,,
8327,674855,b,,,,,,,,,,,,,,,,,,,
8328,674865,a,27.0,,,,,,,,,,,,,,,,,,
8329,674890,b,21.0,,,,,,,,,,,,,,,,,,
8330,674916,d,28.0,,,,,,,,,,,,,,,,,,
8331,674945,a,23.0,,,,,,,,,,,,,,,,,,
8332,674947,b,20.0,,,,,,,,,,,,,,,,,,
8333,674997,b,18.0,,,,,,,,,,,,,,,,,,
8334,675011,b,20.0,,,,,,,,,,,,,,,,,,
8335,675079,b,30.0,,,,,,,,,,,,,,,,,,
8336,675134,b,18.0,,,,,,,,,,,,,,,,,,
8337,675167,d,45.0,,,,,,,,,,,,,,,,,,
8338,675194,a,49.0,,,,,,,,,,,,,,,,,,
8339,675198,a,25.0,,,,,,,,,,,,,,,,,,
8340,675213,b,29.0,,,,,,,,,,,,,,,,,,
8341,675275,d,59.0,,,,,,,,,,,,,,,,,,
8342,675410,a,42.0,,,,,,,,,,,,,,,,,,
8343,675448,b,17.0,,,,,,,,,,,,,,,,,,
8344,675454,a,55.0,,,,,,,,,,,,,,,,,,
8345,675509,b,19.0,,,,,,,,,,,,,,,,,,
8346,675545,a,29.0,,,,,,,,,,,,,,,,,,
8347,675657,b,19.0,,,,,,,,,,,,,,,,,,
8348,675690,a,55.0,,,,,,,,,,,,,,,,,,
8349,675699,b,22.0,,,,,,,,,,,,,,,,,,
8350,675700,b,19.0,,,,,,,,,,,,,,,,,,
8351,675723,b,42.0,,,,,,,,,,,,,,,,,,
8352,675785,a,37.0,,,,,,,,,,,,,,,,,,
8353,675842,b,20.0,,,,,,,,,,,,,,,,,,
8354,675864,b,25.0,,,,,,,,,,,,,,,,,,
8355,675932,d,22.0,,,,,,,,,,,,,,,,,,
8356,685527,b,27.0,,,,,,,,,,,,,,,,,,
8357,685536,b,18.0,,,,,,,,,,,,,,,,,,
8358,685539,b,39.0,,,,,,,,,,,,,,,,,,
8359,685546,a,21.0,,,,,,,,,,,,,,,,,,
8360,685548,b,27.0,,,,,,,,,,,,,,,,,,
8361,685554,b,20.0,,,,,,,,,,,,,,,,,,
8362,685562,a,48.0,,,,,,,,,,,,,,,,,,
8363,685578,a,56.0,,,,,,,,,,,,,,,,,,
8364,686056,b,49.0,,,,,,,,,,,,,,,,,,
8365,686231,b,29.0,,,,,,,,,,,,,,,,,,
8366,686396,b,21.0,,,,,,,,,,,,,,,,,,
8367,686451,b,26.0,,,,,,,,,,,,,,,,,,
8368,686477,b,28.0,,,,,,,,,,,,,,,,,,
8369,686489,b,27.0,,,,,,,,,,,,,,,,,,
8370,686510,a,35.0,,,,,,,,,,,,,,,,,,
8371,686532,b,21.0,,,,,,,,,,,,,,,,,,
8372,686537,b,26.0,,,,,,,,,,,,,,,,,,
8373,686656,b,24.0,,,,,,,,,,,,,,,,,,
8374,686668,b,21.0,,,,,,,,,,,,,,,,,,
8375,686701,b,18.0,,,,,,,,,,,,,,,,,,
8376,686721,a,27.0,,,,,,,,,,,,,,,,,,
8377,686725,a,43.0,,,,,,,,,,,,,,,,,,
8378,686759,a,23.0,,,,,,,,,,,,,,,,,,
8379,686793,b,35.0,,,,,,,,,,,,,,,,,,
8380,686798,b,51.0,,,,,,,,,,,,,,,,,,
8381,686812,b,24.0,,,,,,,,,,,,,,,,,,
8382,686821,b,21.0,,,,,,,,,,,,,,,,,,
8383,686832,b,18.0,,,,,,,,,,,,,,,,,,
8384,688331,b,25.0,,,,,,,,,,,,,,,,,,
8385,688341,b,27.0,,,,,,,,,,,,,,,,,,
8386,688351,b,0.0,,,,,,,,,,,,,,,,,,
8387,688406,b,26.0,,,,,,,,,,,,,,,,,,
8388,688438,b,18.0,,,,,,,,,,,,,,,,,,
8389,688445,a,57.0,,,,,,,,,,,,,,,,,,
8390,688482,b,19.0,,,,,,,,,,,,,,,,,,
8391,688489,b,31.0,,,,,,,,,,,,,,,,,,
8392,688498,b,24.0,,,,,,,,,,,,,,,,,,
8393,688530,b,20.0,,,,,,,,,,,,,,,,,,
8394,688559,a,41.0,,,,,,,,,,,,,,,,,,
8395,688759,b,24.0,,,,,,,,,,,,,,,,,,
8396,688765,b,22.0,,,,,,,,,,,,,,,,,,
8397,688799,b,19.0,,,,,,,,,,,,,,,,,,
8398,688843,b,32.0,,,,,,,,,,,,,,,,,,
8399,688866,a,31.0,,,,,,,,,,,,,,,,,,
8400,688877,b,19.0,,,,,,,,,,,,,,,,,,
8401,688894,b,43.0,,,,,,,,,,,,,,,,,,
8402,688945,b,18.0,,,,,,,,,,,,,,,,,,
8403,689136,b,34.0,,,,,,,,,,,,,,,,,,
8404,689162,b,,,,,,,,,,,,,,,,,,,
8405,689163,b,24.0,,,,,,,,,,,,,,,,,,
8406,689186,b,20.0,,,,,,,,,,,,,,,,,,
8407,689225,b,33.0,,,,,,,,,,,,,,,,,,
8408,689283,a,60.0,,,,,,,,,,,,,,,,,,
8409,689332,a,35.0,,,,,,,,,,,,,,,,,,
8410,691120,b,19.0,,,,,,,,,,,,,,,,,,
8411,691127,b,23.0,,,,,,,,,,,,,,,,,,
8412,691134,b,18.0,,,,,,,,,,,,,,,,,,
8413,691146,a,40.0,,,,,,,,,,,,,,,,,,
8414,691160,b,20.0,,,,,,,,,,,,,,,,,,
8415,691165,b,27.0,,,,,,,,,,,,,,,,,,
8416,691206,b,20.0,,,,,,,,,,,,,,,,,,
8417,691222,b,22.0,,,,,,,,,,,,,,,,,,
8418,691231,b,17.0,,,,,,,,,,,,,,,,,,
8419,691246,b,30.0,,,,,,,,,,,,,,,,,,
8420,691264,b,17.0,,,,,,,,,,,,,,,,,,
8421,691277,a,48.0,,,,,,,,,,,,,,,,,,
8422,691290,a,39.0,,,,,,,,,,,,,,,,,,
8423,691343,b,23.0,,,,,,,,,,,,,,,,,,
8424,691539,b,21.0,,,,,,,,,,,,,,,,,,
8425,691551,b,21.0,,,,,,,,,,,,,,,,,,
8426,691569,b,37.0,,,,,,,,,,,,,,,,,,
8427,691585,d,33.0,,,,,,,,,,,,,,,,,,
8428,691631,b,23.0,,,,,,,,,,,,,,,,,,
8429,691647,b,25.0,,,,,,,,,,,,,,,,,,
8430,691667,b,28.0,,,,,,,,,,,,,,,,,,
8431,691680,d,23.0,,,,,,,,,,,,,,,,,,
8432,691686,a,24.0,,,,,,,,,,,,,,,,,,
8433,691690,b,20.0,,,,,,,,,,,,,,,,,,
8434,691705,b,23.0,,,,,,,,,,,,,,,,,,
8435,691725,a,29.0,,,,,,,,,,,,,,,,,,
8436,691994,b,24.0,,,,,,,,,,,,,,,,,,
8437,691998,b,17.0,,,,,,,,,,,,,,,,,,
8438,692009,b,18.0,,,,,,,,,,,,,,,,,,
8439,692017,b,32.0,,,,,,,,,,,,,,,,,,
8440,692023,b,17.0,,,,,,,,,,,,,,,,,,
8441,692038,b,22.0,,,,,,,,,,,,,,,,,,
8442,692047,b,19.0,,,,,,,,,,,,,,,,,,
8443,692059,a,23.0,,,,,,,,,,,,,,,,,,
8444,692068,b,18.0,,,,,,,,,,,,,,,,,,
8445,692080,b,18.0,,,,,,,,,,,,,,,,,,
8446,692096,b,23.0,,,,,,,,,,,,,,,,,,
8447,692102,b,16.0,,,,,,,,,,,,,,,,,,
8448,692116,b,27.0,,,,,,,,,,,,,,,,,,
8449,692117,a,23.0,,,,,,,,,,,,,,,,,,
8450,692141,b,19.0,,,,,,,,,,,,,,,,,,
8451,692157,b,23.0,,,,,,,,,,,,,,,,,,
8452,692167,a,21.0,,,,,,,,,,,,,,,,,,
8453,692173,b,17.0,,,,,,,,,,,,,,,,,,
8454,692183,b,33.0,,,,,,,,,,,,,,,,,,
8455,692190,b,30.0,,,,,,,,,,,,,,,,,,
8456,692198,d,38.0,,,,,,,,,,,,,,,,,,
8457,692208,b,27.0,,,,,,,,,,,,,,,,,,
8458,692211,b,35.0,,,,,,,,,,,,,,,,,,
8459,692227,d,35.0,,,,,,,,,,,,,,,,,,
8460,692237,b,30.0,,,,,,,,,,,,,,,,,,
8461,692248,b,25.0,,,,,,,,,,,,,,,,,,
8462,692264,d,42.0,,,,,,,,,,,,,,,,,,
8463,692278,b,22.0,,,,,,,,,,,,,,,,,,
8464,692284,b,20.0,,,,,,,,,,,,,,,,,,
8465,692317,a,19.0,,,,,,,,,,,,,,,,,,
8466,692323,b,32.0,,,,,,,,,,,,,,,,,,
8467,692336,b,19.0,,,,,,,,,,,,,,,,,,
8468,692351,a,42.0,,,,,,,,,,,,,,,,,,
8469,692371,a,48.0,,,,,,,,,,,,,,,,,,
8470,692387,a,37.0,,,,,,,,,,,,,,,,,,
8471,692521,d,46.0,,,,,,,,,,,,,,,,,,
8472,692594,b,22.0,,,,,,,,,,,,,,,,,,
8473,692698,b,19.0,,,,,,,,,,,,,,,,,,
8474,692759,b,19.0,,,,,,,,,,,,,,,,,,
8475,692783,d,35.0,,,,,,,,,,,,,,,,,,
8476,692815,a,30.0,,,,,,,,,,,,,,,,,,
8477,694094,b,18.0,,,,,,,,,,,,,,,,,,
8478,694140,b,27.0,,,,,,,,,,,,,,,,,,
8479,694145,b,27.0,,,,,,,,,,,,,,,,,,
8480,694191,b,21.0,,,,,,,,,,,,,,,,,,
8481,694224,b,20.0,,,,,,,,,,,,,,,,,,
8482,694232,a,18.0,,,,,,,,,,,,,,,,,,
8483,694416,b,20.0,,,,,,,,,,,,,,,,,,
8484,694449,b,19.0,,,,,,,,,,,,,,,,,,
8485,694468,b,34.0,,,,,,,,,,,,,,,,,,
8486,694494,b,47.0,,,,,,,,,,,,,,,,,,
8487,694514,b,22.0,,,,,,,,,,,,,,,,,,
8488,694537,b,27.0,,,,,,,,,,,,,,,,,,
8489,694550,b,27.0,,,,,,,,,,,,,,,,,,
8490,694575,b,18.0,,,,,,,,,,,,,,,,,,
8491,694593,b,19.0,,,,,,,,,,,,,,,,,,
8492,694621,b,18.0,,,,,,,,,,,,,,,,,,
8493,694647,b,18.0,,,,,,,,,,,,,,,,,,
8494,694661,b,18.0,,,,,,,,,,,,,,,,,,
8495,695010,b,19.0,,,,,,,,,,,,,,,,,,
8496,695054,a,40.0,,,,,,,,,,,,,,,,,,
8497,695097,b,20.0,,,,,,,,,,,,,,,,,,
8498,695107,b,21.0,,,,,,,,,,,,,,,,,,
8499,695111,a,32.0,,,,,,,,,,,,,,,,,,
8500,695116,b,17.0,,,,,,,,,,,,,,,,,,
8501,695127,b,24.0,,,,,,,,,,,,,,,,,,
8502,695136,a,25.0,,,,,,,,,,,,,,,,,,
8503,695159,b,37.0,,,,,,,,,,,,,,,,,,
8504,695177,b,18.0,,,,,,,,,,,,,,,,,,
8505,695187,b,29.0,,,,,,,,,,,,,,,,,,
8506,695194,b,31.0,,,,,,,,,,,,,,,,,,
8507,695217,b,120.0,,,,,,,,,,,,,,,,,,
8508,695231,b,21.0,,,,,,,,,,,,,,,,,,
8509,695256,a,21.0,,,,,,,,,,,,,,,,,,
8510,695269,a,44.0,,,,,,,,,,,,,,,,,,
8511,695284,a,27.0,,,,,,,,,,,,,,,,,,
8512,695293,a,30.0,,,,,,,,,,,,,,,,,,
8513,695304,a,51.0,,,,,,,,,,,,,,,,,,
8514,695370,b,33.0,,,,,,,,,,,,,,,,,,
8515,695371,b,22.0,,,,,,,,,,,,,,,,,,
8516,695423,a,32.0,,,,,,,,,,,,,,,,,,
8517,697428,b,19.0,,,,,,,,,,,,,,,,,,
8518,697607,d,35.0,,,,,,,,,,,,,,,,,,
8519,697651,d,135.0,,,,,,,,,,,,,,,,,,
8520,697689,d,41.0,,,,,,,,,,,,,,,,,,
8521,697793,b,21.0,,,,,,,,,,,,,,,,,,
8522,697798,b,21.0,,,,,,,,,,,,,,,,,,
8523,697805,b,20.0,,,,,,,,,,,,,,,,,,
8524,697817,b,34.0,,,,,,,,,,,,,,,,,,
8525,697831,b,29.0,,,,,,,,,,,,,,,,,,
8526,697838,b,18.0,,,,,,,,,,,,,,,,,,
8527,697842,b,25.0,,,,,,,,,,,,,,,,,,
8528,697847,a,31.0,,,,,,,,,,,,,,,,,,
8529,697853,b,27.0,,,,,,,,,,,,,,,,,,
8530,697886,b,23.0,,,,,,,,,,,,,,,,,,
8531,697889,b,23.0,,,,,,,,,,,,,,,,,,
8532,697901,a,31.0,,,,,,,,,,,,,,,,,,
8533,697915,d,38.0,,,,,,,,,,,,,,,,,,
8534,698000,b,0.0,,,,,,,,,,,,,,,,,,
8535,698004,b,23.0,,,,,,,,,,,,,,,,,,
8536,698011,b,26.0,,,,,,,,,,,,,,,,,,
8537,698015,a,32.0,,,,,,,,,,,,,,,,,,
8538,698018,b,18.0,,,,,,,,,,,,,,,,,,
8539,698021,b,25.0,,,,,,,,,,,,,,,,,,
8540,698027,b,28.0,,,,,,,,,,,,,,,,,,
8541,698033,b,37.0,,,,,,,,,,,,,,,,,,
8542,698038,b,51.0,,,,,,,,,,,,,,,,,,
8543,698042,b,18.0,,,,,,,,,,,,,,,,,,
8544,698049,a,26.0,,,,,,,,,,,,,,,,,,
8545,698050,b,19.0,,,,,,,,,,,,,,,,,,
8546,698119,b,27.0,,,,,,,,,,,,,,,,,,
8547,698146,b,18.0,,,,,,,,,,,,,,,,,,
8548,698156,a,36.0,,,,,,,,,,,,,,,,,,
8549,698365,b,20.0,,,,,,,,,,,,,,,,,,
8550,698370,b,18.0,,,,,,,,,,,,,,,,,,
8551,698457,b,19.0,,,,,,,,,,,,,,,,,,
8552,698574,a,37.0,,,,,,,,,,,,,,,,,,
8553,699707,b,22.0,,,,,,,,,,,,,,,,,,
8554,709127,a,25.0,,,,,,,,,,,,,,,,,,
8555,709146,b,39.0,,,,,,,,,,,,,,,,,,
8556,709175,d,38.0,,,,,,,,,,,,,,,,,,
8557,709640,b,19.0,,,,,,,,,,,,,,,,,,
8558,709942,b,0.0,,,,,,,,,,,,,,,,,,
8559,709945,b,34.0,,,,,,,,,,,,,,,,,,
8560,709953,b,0.0,,,,,,,,,,,,,,,,,,
8561,709955,b,20.0,,,,,,,,,,,,,,,,,,
8562,709967,b,20.0,,,,,,,,,,,,,,,,,,
8563,709971,b,0.0,,,,,,,,,,,,,,,,,,
8564,712034,b,21.0,,,,,,,,,,,,,,,,,,
8565,712044,b,27.0,,,,,,,,,,,,,,,,,,
8566,712053,b,28.0,,,,,,,,,,,,,,,,,,
8567,712055,b,20.0,,,,,,,,,,,,,,,,,,
8568,712059,b,27.0,,,,,,,,,,,,,,,,,,
8569,712082,b,18.0,,,,,,,,,,,,,,,,,,
8570,712088,b,38.0,,,,,,,,,,,,,,,,,,
8571,712090,b,26.0,,,,,,,,,,,,,,,,,,
8572,712091,d,33.0,,,,,,,,,,,,,,,,,,
8573,712092,b,28.0,,,,,,,,,,,,,,,,,,
8574,712094,a,22.0,,,,,,,,,,,,,,,,,,
8575,712097,b,19.0,,,,,,,,,,,,,,,,,,
8576,712113,a,26.0,,,,,,,,,,,,,,,,,,
8577,712114,a,26.0,,,,,,,,,,,,,,,,,,
8578,712118,b,35.0,,,,,,,,,,,,,,,,,,
8579,712181,b,39.0,,,,,,,,,,,,,,,,,,
8580,712192,a,19.0,,,,,,,,,,,,,,,,,,
8581,712198,b,21.0,,,,,,,,,,,,,,,,,,
8582,715949,a,32.0,,,,,,,,,,,,,,,,,,
8583,715987,b,25.0,,,,,,,,,,,,,,,,,,
8584,716023,d,30.0,,,,,,,,,,,,,,,,,,
8585,716060,b,22.0,,,,,,,,,,,,,,,,,,
8586,716078,b,19.0,,,,,,,,,,,,,,,,,,
8587,716102,a,20.0,,,,,,,,,,,,,,,,,,
8588,716140,d,32.0,,,,,,,,,,,,,,,,,,
8589,716155,b,29.0,,,,,,,,,,,,,,,,,,
8590,716171,d,24.0,,,,,,,,,,,,,,,,,,
8591,716192,b,19.0,,,,,,,,,,,,,,,,,,
8592,716200,d,31.0,,,,,,,,,,,,,,,,,,
8593,716225,a,28.0,,,,,,,,,,,,,,,,,,
8594,716249,b,20.0,,,,,,,,,,,,,,,,,,
8595,716547,b,22.0,,,,,,,,,,,,,,,,,,
8596,716573,a,25.0,,,,,,,,,,,,,,,,,,
8597,716609,b,17.0,,,,,,,,,,,,,,,,,,
8598,716626,b,21.0,,,,,,,,,,,,,,,,,,
8599,716638,b,18.0,,,,,,,,,,,,,,,,,,
